,US/TH one-model stockcap5 penalty0.02 assets50 IT segment cap 25% + daily exposure,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 25% each + daily exposure,US/TH one-model stockcap5 penalty0.02 assets50 IT and TH segments cap 25% each + daily exposure,US/TH one-model stockcap5 penalty0.02 assets50 all US and TH segments cap 25% each + daily exposure
2018-12-17,12180.218343138813,12164.622351236605,12251.518397679227,12333.70183517392
2018-12-18,12162.221822302932,12146.648873796606,12233.416529559661,12315.478539350552
2018-12-19,12095.785730955307,12080.297849622122,12166.591537389155,12248.205283757597
2018-12-20,12057.793417724362,12042.354183122525,12128.376826338303,12209.734227638724
2018-12-21,11988.472867753428,11973.12239368983,12058.650490620805,12139.540166226567
2018-12-22,11988.472867753428,11973.12239368983,12058.650490620805,12139.540166226567
2018-12-23,11988.472867753428,11973.12239368983,12058.650490620805,12139.540166226567
2018-12-24,11894.626928168189,11879.396617838325,11964.255199585343,12044.511669636595
2018-12-25,11865.464524992687,11850.27155525812,11934.922086749442,12014.981789676242
2018-12-26,12053.051372165393,12037.618209450122,12123.607021990661,12204.932427345375
2018-12-27,12137.693612421923,12122.152070722266,12208.744737465837,12290.641248367721
2018-12-28,12119.428554720685,12103.910400261222,12190.372760531003,12272.146031833594
2018-12-29,12119.428554720685,12103.910400261222,12190.372760531003,12272.146031833594
2018-12-30,12119.428554720685,12103.910400261222,12190.372760531003,12272.146031833594
2018-12-31,12158.032932797145,12142.46534789638,12229.203119307052,12311.236865455276
2019-01-01,12082.22364627952,12066.753130329847,12152.950063547278,12234.472302628506
2019-01-02,12120.110120697558,12104.591093536379,12191.058316230386,12272.836186254717
2019-01-03,11955.805135536817,11940.496490418544,12025.791529394734,12106.460786412497
2019-01-04,12083.217712233925,12067.745923446266,12153.94994852354,12235.478894853763
2019-01-05,12083.217712233925,12067.745923446266,12153.94994852354,12235.478894853763
2019-01-06,12083.217712233925,12067.745923446266,12153.94994852354,12235.478894853763
2019-01-07,12091.302421501787,12075.820280760105,12162.081983725591,12243.665479915271
2019-01-08,12096.264393304202,12080.77589907444,12167.073001711758,12248.689977752783
2019-01-09,12150.94601991948,12135.387509358166,12222.074721354124,12304.060650062207
2019-01-10,12117.512298739224,12101.996597923197,12188.445287250135,12270.2056290223
2019-01-11,12145.595448078604,12130.043788582909,12216.692828558784,12298.64265541926
2019-01-12,12145.595448078604,12130.043788582909,12216.692828558784,12298.64265541926
2019-01-13,12145.595448078604,12130.043788582909,12216.692828558784,12298.64265541926
2019-01-14,12123.970885065411,12108.446914441962,12194.941680579805,12276.745600292092
2019-01-15,12150.180907767834,12134.623376883777,12221.305130420847,12303.285896697114
2019-01-16,12129.848900648905,12114.3174036018,12200.85410464596,12282.697685020536
2019-01-17,12115.289918025732,12099.777062826312,12186.209897257037,12267.955243987133
2019-01-18,12165.276452477647,12149.699592712417,12236.489040801194,12318.571661060714
2019-01-19,12165.276452477647,12149.699592712417,12236.489040801194,12318.571661060714
2019-01-20,12165.276452477647,12149.699592712417,12236.489040801194,12318.571661060714
2019-01-21,12181.4982344503,12165.900603728987,12252.805781165136,12334.997854454745
2019-01-22,12138.579411769286,12123.036735860123,12209.635722068504,12291.538209713439
2019-01-23,12147.58281143636,12132.028607248774,12218.691825461343,12300.655061634172
2019-01-24,12159.380778372422,12143.811467641455,12230.558854844588,12312.601695294692
2019-01-25,12247.083528005447,12231.401919503247,12318.774995178504,12401.409591313073
2019-01-26,12247.083528005447,12231.401919503247,12318.774995178504,12401.409591313073
2019-01-27,12247.083528005447,12231.401919503247,12318.774995178504,12401.409591313073
2019-01-28,12142.668319697828,12127.120408203133,12213.748565475878,12295.678642159013
2019-01-29,12139.780446589273,12124.236232831707,12210.84378745607,12292.75437882848
2019-01-30,12261.375376223643,12245.675467922309,12333.150504422203,12415.881531768564
2019-01-31,12259.710524406337,12244.012747841456,12331.475906964708,12414.19570107687
2019-02-01,12272.12704589429,12256.413370766419,12343.9651117687,12426.768683723662
2019-02-02,12272.12704589429,12256.413370766419,12343.9651117687,12426.768683723662
2019-02-03,12272.12704589429,12256.413370766419,12343.9651117687,12426.768683723662
2019-02-04,12304.381153907836,12288.62617945402,12376.408027535583,12459.42922723704
2019-02-05,12355.590542299356,12339.769997493338,12427.917183310776,12511.28390748901
2019-02-06,12332.645130399787,12316.853965728682,12404.837454515253,12488.049359397846
2019-02-07,12225.291156136544,12209.637451375114,12296.855056031322,12379.342612763074
2019-02-08,12255.723877999868,12240.03120608117,12327.465923693642,12410.158818755512
2019-02-09,12255.723877999868,12240.03120608117,12327.465923693642,12410.158818755512
2019-02-10,12255.723877999868,12240.03120608117,12327.465923693642,12410.158818755512
2019-02-11,12176.977070189017,12161.38522852987,12248.25815110091,12330.419718794476
2019-02-12,12330.196134359256,12314.408105471213,12402.374122643758,12485.56950344547
2019-02-13,12327.71754674868,12311.93269153382,12399.881025980321,12483.059683038317
2019-02-14,12335.959338550449,12320.16393024741,12408.171063239472,12491.405330037975
2019-02-15,12378.23842519441,12362.388881220371,12450.697641438894,12534.21717739897
2019-02-16,12378.23842519441,12362.388881220371,12450.697641438894,12534.21717739897
2019-02-17,12378.23842519441,12362.388881220371,12450.697641438894,12534.21717739897
2019-02-18,12367.71550867242,12351.879438621118,12440.113126306698,12523.561661121485
2019-02-19,12404.828599143213,12388.945008149172,12477.443467839845,12561.142415353732
2019-02-20,12395.737036674689,12379.865086845906,12468.298685561822,12551.936289688028
2019-02-21,12311.909127966586,12296.144514422635,12383.980068535155,12467.052061643437
2019-02-22,12413.920991323605,12398.025758101909,12486.589084686666,12570.34938118654
2019-02-23,12413.920991323605,12398.025758101909,12486.589084686666,12570.34938118654
2019-02-24,12413.920991323605,12398.025758101909,12486.589084686666,12570.34938118654
2019-02-25,12522.641444106906,12506.607001418395,12595.945959796034,12680.439825706251
2019-02-26,12501.47916889551,12485.471822681851,12574.659806168465,12659.010883865392
2019-02-27,12495.732328162938,12479.73234074553,12568.87932515437,12653.191626446545
2019-02-28,12495.739477795532,12479.73948199178,12568.886515819,12653.198866490018
2019-03-01,12573.995777621696,12557.895579810289,12647.600910312225,12732.44127866614
2019-03-02,12573.995777621696,12557.895579810289,12647.600910312225,12732.44127866614
2019-03-03,12573.995777621696,12557.895579810289,12647.600910312225,12732.44127866614
2019-03-04,12576.316005503999,12560.212836869081,12649.934720775304,12734.790744332946
2019-03-05,12527.927510350502,12511.886300060312,12601.262970865908,12685.792503336017
2019-03-06,12334.69457533643,12318.900787421879,12406.89889664691,12490.12463091492
2019-03-07,12299.161259035884,12283.412969324072,12371.157577312826,12454.143558036578
2019-03-08,12341.458476540549,12325.656027945904,12413.7023925098,12496.973764733159
2019-03-09,12341.458476540549,12325.656027945904,12413.7023925098,12496.973764733159
2019-03-10,12341.458476540549,12325.656027945904,12413.7023925098,12496.973764733159
2019-03-11,12411.420475975674,12395.528445417141,12484.07393195051,12567.817357969205
2019-03-12,12371.736999788764,12355.89578130775,12444.158157775912,12527.633827999742
2019-03-13,12417.295764948913,12401.396211187524,12489.983611658938,12573.76668008405
2019-03-14,12420.29563905122,12404.392244352553,12493.001047682621,12576.804357012676
2019-03-15,12564.315076608487,12548.227273948833,12637.863538393764,12722.638588462569
2019-03-16,12564.315076608487,12548.227273948833,12637.863538393764,12722.638588462569
2019-03-17,12564.315076608487,12548.227273948833,12637.863538393764,12722.638588462569
2019-03-18,12572.642190282777,12556.54372553772,12646.239398636963,12731.070634007674
2019-03-19,12623.547463153473,12607.38381724144,12697.442657228145,12782.617365239526
2019-03-20,12567.094548248693,12551.003186391694,12640.659278664061,12725.45308276391
2019-03-21,12759.191330867108,12742.854001307362,12833.880549081987,12919.970485487465
2019-03-22,12475.555075303833,12459.580923247288,12548.583951524484,12632.760112789178
2019-03-23,12475.555075303833,12459.580923247288,12548.583951524484,12632.760112789178
2019-03-24,12475.555075303833,12459.580923247288,12548.583951524484,12632.760112789178
2019-03-25,12435.502327392012,12419.579460306633,12508.29674442497,12592.202658278513
2019-03-26,12435.303449181567,12419.380836701343,12508.09670172825,12592.00127371701
2019-03-27,12384.853354604242,12368.995340209012,12457.35128425057,12540.91545495027
2019-03-28,12488.62483942968,12472.633952328079,12561.730222577406,12645.9945693269
2019-03-29,12587.65961857807,12571.541923795992,12661.344727545562,12746.277290440326
2019-03-30,12587.65961857807,12571.541923795992,12661.344727545562,12746.277290440326
2019-03-31,12587.65961857807,12571.541923795992,12661.344727545562,12746.277290440326
2019-04-01,12662.15595568469,12645.94287309739,12736.277148156478,12821.712359282006
2019-04-02,12903.080054310269,12886.558483790745,12978.611558070896,13065.672353441583
2019-04-03,13016.370738341506,12999.704106331428,13092.565418312071,13180.390618539453
2019-04-04,12974.40273418911,12957.7898395299,13050.351743633713,13137.89377365629
2019-04-05,13037.464793497023,13020.771151895566,13113.782952954625,13201.750480844217
2019-04-06,13043.453613933872,13026.752304030058,13119.806830495007,13207.81476668001
2019-04-07,13079.306255274922,13062.55903835203,13155.86934451009,13244.119188786664
2019-04-08,13169.32202875245,13152.459552376533,13246.412048511516,13335.269255123429
2019-04-09,13076.852463525638,13060.108388526476,13153.401188858546,13241.634476695846
2019-04-10,13121.426837305988,13104.625687665992,13198.236490221045,13286.770534189294
2019-04-11,12987.280121318976,12970.650737987396,13063.304511867187,13150.933429327577
2019-04-12,13094.94888030263,13078.181633996723,13171.603537673946,13259.958927244423
2019-04-13,13096.762106623832,13079.99253859734,13173.42737818262,13261.795002113036
2019-04-14,13115.041947577673,13098.248973381482,13191.814224895546,13280.305188174862
2019-04-15,13028.962253862599,13012.2794992205,13105.23064151365,13193.14080032081
2019-04-16,13092.037941278832,13075.274422244562,13168.675558718523,13257.011307345472
2019-04-17,13114.98353086873,13098.190631471407,13191.755466229348,13280.246035354312
2019-04-18,13122.399997538845,13105.597601829279,13199.215347098074,13287.755957258545
2019-04-19,13127.873686346713,13111.064281927966,13204.721077553753,13293.298620268251
2019-04-20,13136.307537083641,13119.487333657284,13213.20429800907,13301.838746342235
2019-04-21,13130.559977231038,13113.747133188255,13207.42309333393,13296.018761226293
2019-04-22,13182.36318459979,13165.484009856114,13259.52954412485,13348.474743169256
2019-04-23,13263.557984766207,13246.574845262867,13341.19963897504,13430.692682708674
2019-04-24,13292.015368019096,13274.995790652685,13369.82360485325,13459.508658743354
2019-04-25,13254.899846111477,13237.927792802111,13332.490817674801,13421.925442454625
2019-04-26,13285.136169773567,13268.125400781471,13362.904137448268,13452.542775407583
2019-04-27,13282.353715213936,13265.346508977325,13360.105395073933,13449.725259011386
2019-04-28,13286.601449715417,13269.588804525873,13364.377994783808,13454.026519408682
2019-04-29,13220.296848896298,13203.369102516463,13297.685262899467,13386.88641129636
2019-04-30,13327.027974910736,13309.963566135746,13405.041167060828,13494.96246108826
2019-05-01,13294.701800705341,13277.678783533327,13372.525763265423,13462.228943290169
2019-05-02,13272.281030102555,13255.286721296377,13349.973746904881,13439.525647536391
2019-05-03,13486.873722768709,13469.604641715134,13565.822613190425,13656.822432491403
2019-05-04,13501.575250668424,13484.287345246643,13580.61020027176,13671.709215013416
2019-05-05,13493.365022657397,13476.087629908598,13572.35191157559,13663.395529545482
2019-05-06,13419.85078384467,13402.667521386902,13498.407338223977,13588.954934463
2019-05-07,13212.59683994539,13195.678952935592,13289.940179962148,13379.089374182144
2019-05-08,13244.658955564597,13227.70001506199,13322.189979436393,13411.555505979783
2019-05-09,13194.853444922543,13177.958277197666,13272.092919404695,13361.122393830909
2019-05-10,13282.562899733324,13265.555425649285,13360.315804108805,13449.937079474423
2019-05-11,13454.543229293125,13437.315545373076,13533.30286484087,13624.084540995802
2019-05-12,13411.143733010023,13393.971619375156,13489.649318423775,13580.13816568443
2019-05-13,13226.922838574483,13209.98660803774,13304.350039515513,13393.595895372102
2019-05-14,13427.264770625794,13410.07201503112,13505.864724687046,13596.462345229045
2019-05-15,13463.966745190739,13446.726995059998,13542.781543716894,13633.62680304621
2019-05-16,13462.74464095473,13445.50645565047,13541.552285578848,13632.389299019093
2019-05-17,13299.768803742298,13282.739298596272,13377.622427310242,13467.359795863049
2019-05-18,13286.605123187563,13269.592473294366,13364.38168975957,13454.030239170414
2019-05-19,13455.900144105695,13438.670722742825,13534.667722703924,13625.45855435369
2019-05-20,13337.196898230019,13320.119468797708,13415.269616792928,13505.25952347319
2019-05-21,13419.404624680657,13402.221933501223,13497.958567352342,13588.50315322705
2019-05-22,13265.46891087533,13248.483324553063,13343.12175118252,13432.627688484685
2019-05-23,13190.508164845434,13173.618560974373,13267.722203111032,13356.722358681744
2019-05-24,13157.369456194663,13140.522284325078,13234.389508490513,13323.166067654742
2019-05-25,13168.105113766345,13151.2441955724,13245.188009999985,13334.037005736185
2019-05-26,13269.601889774827,13252.61101143685,13347.278923538926,13436.812747239432
2019-05-27,13264.862565233658,13247.877755298285,13342.5118561404,13432.013702253978
2019-05-28,13211.26991412085,13194.35372615488,13288.605486635392,13377.745727704883
2019-05-29,13177.100418429956,13160.22798232248,13254.235970997213,13343.145660643342
2019-05-30,13145.428765063723,13128.596882487062,13222.378919447348,13311.074911331303
2019-05-31,13087.853476672579,13071.095315578177,13164.466599270512,13252.77411411023
2019-06-01,13086.253025175201,13069.4969133568,13162.856779117916,13251.15349525068
2019-06-02,13113.59618233864,13096.805059352564,13190.359996497165,13278.841204782235
2019-06-03,12972.867017523162,12956.25608925113,13048.807037254563,13136.338705354723
2019-06-04,12939.237501159485,12922.66963333688,13014.980661851727,13102.285421924484
2019-06-05,13061.393458835426,13044.669178105156,13137.851690901149,13225.980672383814
2019-06-06,13235.606493546384,13218.659144143652,13313.084526499262,13402.388973475598
2019-06-07,13382.12651167592,13364.991552741058,13460.462237307893,13550.755297023388
2019-06-08,13367.183283342501,13350.067458257825,13445.43153493709,13535.623768389503
2019-06-09,13322.472542113766,13305.413966279739,13400.45906786421,13490.349625075247
2019-06-10,13374.793745235807,13357.668175440385,13453.086546630031,13543.330130059565
2019-06-11,13358.05542173224,13340.951284291803,13436.250241036967,13526.380886179577
2019-06-12,13373.441962545296,13356.318123621335,13451.726850931234,13541.961313493835
2019-06-13,13425.337889204238,13408.14760085825,13503.9265637686,13594.511183086985
2019-06-14,13464.569041604209,13447.328520271354,13543.387365827612,13634.236689024206
2019-06-15,13486.954974615237,13469.685789523859,13565.904340665575,13656.904708196147
2019-06-16,13510.777145491196,13493.47745763037,13589.865960756879,13681.027063331734
2019-06-17,13524.750676433852,13507.433096358462,13603.921289363387,13695.176675373894
2019-06-18,13628.520416311263,13611.069965706669,13708.298472150926,13800.25402246725
2019-06-19,13635.999004230634,13618.5389777715,13715.820837911648,13807.82684841343
2019-06-20,13842.008410027767,13824.284601672278,13923.036172846876,14016.432188110857
2019-06-21,13730.68776798534,13713.106498607369,13811.063886742902,13903.708789590577
2019-06-22,13806.096125220507,13788.418300253748,13886.913666227185,13980.067370967963
2019-06-23,13825.922117744269,13808.218906859402,13906.855715306634,14000.143191726023
2019-06-24,13857.937701714962,13840.193496918093,13939.058710747371,14032.562205527727
2019-06-25,13800.642722403725,13782.971880171232,13881.428340511868,13974.545249574041
2019-06-26,14004.504156560579,13986.572282772328,14086.483130101367,14180.975550942772
2019-06-27,13825.575107116836,13807.872340556934,13906.506673363083,13999.791808401882
2019-06-28,14031.40541881987,14013.43909968217,14113.541865830786,14208.21579723238
2019-06-29,13980.745683833928,13962.844231253712,14062.585581032901,14156.917696619776
2019-06-30,13847.218353887736,13829.487874531646,13928.276614455646,14021.707782710579
2019-07-01,13774.289459313055,13756.652358210817,13854.920811805401,13947.8599212422
2019-07-02,13865.302165967234,13847.548531621776,13946.466284788703,14040.019482496005
2019-07-03,14067.084817583016,14049.072804736423,14149.4301231479,14244.344807023175
2019-07-04,13904.508993445581,13886.705146376704,13985.902619533894,14079.72034900551
2019-07-05,13847.72675811862,13829.995611514987,13928.787994761695,14022.222599632114
2019-07-06,13876.74936074755,13858.981052519412,13957.980488673198,14051.610917411053
2019-07-07,13906.746811081439,13888.940092997382,13988.153536811888,14081.986366995701
2019-07-08,14082.546026956414,14064.514207997983,14164.981838694164,14260.000832016207
2019-07-09,14115.507887328744,14097.43387388576,14198.136649809278,14293.378042638813
2019-07-10,14245.00694522832,14226.76711461936,14328.393763811551,14424.508920705728
2019-07-11,14042.588138277335,14024.607489557364,14124.790046217984,14219.539422631082
2019-07-12,14135.97915066734,14117.878916953066,14218.727746962539,14314.107259423165
2019-07-13,14085.301149547453,14067.265805831574,14167.753089105187,14262.790662532952
2019-07-14,13944.808861364081,13926.95340920181,14026.438393113092,14120.528024710398
2019-07-15,14118.993411503898,14100.91492449153,14201.642577398286,14296.907474801183
2019-07-16,13923.538685211743,13905.710465541079,14005.043706504079,14098.989814875318
2019-07-17,13917.75739407755,13899.93657986641,13999.228573092601,14093.13566874847
2019-07-18,13951.885796852883,13934.021280293475,14033.55675526725,14127.69413176615
2019-07-19,13922.219708267772,13904.393173298044,14003.717008588714,14097.6542107646
2019-07-20,13953.474071373495,13935.607517138988,14035.154327162012,14129.30241147361
2019-07-21,13931.697994848713,13913.859323523526,14013.250778762374,14107.251933651369
2019-07-22,13860.30606165365,13842.558804562435,13941.440934491202,14034.960388239935
2019-07-23,13832.307419307823,13814.596022316042,13913.278394878154,14006.608940774033
2019-07-24,13900.160856496617,13882.362577106449,13981.529029644938,14075.317399895546
2019-07-25,13911.272518960199,13893.460001747582,13992.70573708783,14086.56908122129
2019-07-26,13983.849598485627,13965.944125095297,14065.707665248781,14160.0607139404
2019-07-27,13983.849598485627,13965.944125095297,14065.707665248781,14160.0607139404
2019-07-28,13983.849598485627,13965.944125095297,14065.707665248781,14160.0607139404
2019-07-29,13916.816964527554,13898.99732578346,13998.282638495919,14092.183397778597
2019-07-30,13863.931566391268,13846.17965143072,13945.087662054966,14038.631584745353
2019-07-31,13769.948683334713,13752.317117338316,13850.554625976407,13943.464420272338
2019-08-01,13460.172394793,13442.937455143576,13538.388929278397,13629.204717389592
2019-08-02,13415.835704229923,13398.657510749246,13506.02188216088,13596.620557357324
2019-08-03,13415.835704229923,13398.657510749246,13506.02188216088,13596.620557357324
2019-08-04,13434.24023728005,13417.038477870525,13524.550137245846,13615.273100362083
2019-08-05,13153.8692679299,13137.026458288734,13253.931683716106,13342.839343439211
2019-08-06,13317.169258990745,13300.117336010548,13399.930481982714,13489.817508112319
2019-08-07,13343.484721843075,13326.399072646293,13427.479304015831,13517.55113626244
2019-08-08,13542.448681600983,13525.108290821978,13627.8626255786,13719.278631448671
2019-08-09,13315.171841347708,13298.12242136511,13388.97887777514,13478.792454284923
2019-08-10,13258.050637208387,13241.074358106798,13331.541046344417,13420.969328567395
2019-08-11,13277.849472851782,13260.847842318903,13351.449628478576,13441.01145792581
2019-08-12,13202.83299900243,13185.927405689004,13276.451612912431,13365.510357774649
2019-08-13,13347.366651065187,13330.276026308535,13420.882957078255,13510.910542755864
2019-08-14,13070.27640547217,13053.540534840273,13143.393415546821,13231.559605027758
2019-08-15,13012.43487389006,12995.772946693036,13088.175409438198,13175.971221160095
2019-08-16,13251.914808639787,13234.946341936544,13326.457514804313,13415.851706127647
2019-08-17,13251.914808639787,13234.946341936544,13326.457514804313,13415.851706127647
2019-08-18,13251.914808639787,13234.946341936544,13326.457514804313,13415.851706127647
2019-08-19,13402.66256129167,13385.501063079731,13478.19954352801,13568.611625245465
2019-08-20,13333.36204135188,13316.289240747941,13409.45589154787,13499.40684755064
2019-08-21,13364.690861987254,13347.577918459072,13441.64456698608,13531.811451394413
2019-08-22,13384.416016925852,13367.27782518002,13461.261041048889,13551.559511296418
2019-08-23,13113.999947537695,13097.207963088584,13190.504463012641,13278.98670213074
2019-08-24,13113.999947537695,13097.207963088584,13190.504463012641,13278.98670213074
2019-08-25,13113.999947537695,13097.207963088584,13190.504463012641,13278.98670213074
2019-08-26,13206.86963384713,13189.958743879764,13283.65467409221,13372.761764896039
2019-08-27,13122.112978850262,13105.310590886707,13199.035592095512,13287.57506150428
2019-08-28,13184.805539979892,13167.922879949725,13262.010215835384,13350.97211988468
2019-08-29,13340.003504985207,13322.9221497706,13417.376512322047,13507.380610955117
2019-08-30,13362.147485830477,13345.037799528918,13439.073240867521,13529.222876638656
2019-08-31,13362.147485830477,13345.037799528918,13439.073240867521,13529.222876638656
2019-09-01,13362.147485830477,13345.037799528918,13439.073240867521,13529.222876638656
2019-09-02,13355.16771465636,13338.066965667862,13432.053287217635,13522.155832966018
2019-09-03,13368.503715422601,13351.385890227612,13445.4660632125,13535.658582194079
2019-09-04,13497.755005026474,13480.471678812915,13575.46145125211,13666.525982512634
2019-09-05,13501.137693504183,13483.85003589563,13578.86361383497,13669.950966886268
2019-09-06,13550.298413159606,13532.947807249328,13628.307351282383,13719.726374147673
2019-09-07,13550.298413159606,13532.947807249328,13628.307351282383,13719.726374147673
2019-09-08,13550.298413159606,13532.947807249328,13628.307351282383,13719.726374147673
2019-09-09,13487.792511493044,13470.521941847193,13565.441603738871,13656.438921614394
2019-09-10,13373.520928245294,13356.39667871338,13450.512160081338,13540.738528405549
2019-09-11,13469.004477285785,13451.757964953465,13546.545406998712,13637.415968719026
2019-09-12,13510.038470091251,13492.73941540035,13587.815632107562,13678.963035518898
2019-09-13,13415.39927178178,13398.22139873452,13492.631596840276,13583.140503388266
2019-09-14,13415.39927178178,13398.22139873452,13492.631596840276,13583.140503388266
2019-09-15,13415.39927178178,13398.22139873452,13492.631596840276,13583.140503388266
2019-09-16,13365.728409320787,13348.614137792365,13442.674779700052,13532.848574682774
2019-09-17,13455.646693363075,13438.41728512969,13533.110722441954,13623.891163965898
2019-09-18,13442.399313432095,13425.186867929828,13519.787077471652,13610.478143655519
2019-09-19,13433.034061307646,13415.833607629758,13510.367909680463,13600.995791853764
2019-09-20,13379.85435088257,13362.7219916606,13456.882044172047,13547.151141836322
2019-09-21,13379.85435088257,13362.7219916606,13456.882044172047,13547.151141836322
2019-09-22,13379.85435088257,13362.7219916606,13456.882044172047,13547.151141836322
2019-09-23,13437.605020344174,13420.39871373918,13514.965183684364,13605.623904485417
2019-09-24,13373.747999971403,13356.62345968338,13450.740539057197,13540.968439353228
2019-09-25,13409.799634939885,13392.628931999818,13486.999722942739,13577.470850741296
2019-09-26,13411.373554073278,13394.200835793783,13488.582703113501,13579.064449582203
2019-09-27,13285.631974645285,13268.620263343251,13362.117230617623,13451.750643568175
2019-09-28,13285.631974645285,13268.620263343251,13362.117230617623,13451.750643568175
2019-09-29,13285.631974645285,13268.620263343251,13362.117230617623,13451.750643568175
2019-09-30,13231.923139377031,13214.980200053757,13308.09919409938,13397.370252724606
2019-10-01,13199.244442553343,13182.343346972026,13275.232366331213,13364.28295346267
2019-10-02,13094.126444136084,13077.359947875682,13169.509204604328,13257.850598151419
2019-10-03,13193.723897000767,13176.829870253461,13269.68003905079,13358.693381033492
2019-10-04,13307.312273818838,13290.272801775638,13383.922343065775,13473.702025250066
2019-10-05,13307.312273818838,13290.272801775638,13383.922343065775,13473.702025250066
2019-10-06,13307.312273818838,13290.272801775638,13383.922343065775,13473.702025250066
2019-10-07,13215.386678552213,13198.464913494343,13291.46753302805,13380.627026059356
2019-10-08,13131.488644151537,13114.67430711386,13207.08649844726,13295.67996141108
2019-10-09,13201.197608725584,13184.294012194436,13277.19677686239,13366.260541308291
2019-10-10,13184.021684100113,13167.140080641755,13259.921970603435,13348.869855221585
2019-10-11,13271.64918217421,13254.655375269134,13348.05393934428,13437.593015389053
2019-10-12,13271.64918217421,13254.655375269134,13348.05393934428,13437.593015389053
2019-10-13,13271.64918217421,13254.655375269134,13348.05393934428,13437.593015389053
2019-10-14,13273.099239535894,13256.103575891351,13349.512344672301,13439.061203736092
2019-10-15,13271.828985182561,13254.834948047044,13348.234777476826,13437.775066588265
2019-10-16,13303.365785422522,13286.331366697174,13379.953134773577,13469.706191410449
2019-10-17,13304.861086806679,13287.824753408733,13381.457044593473,13471.220189494621
2019-10-18,13250.218897369272,13233.25253107213,13326.500280595068,13415.894774163731
2019-10-19,13250.218897369272,13233.25253107213,13326.500280595068,13415.894774163731
2019-10-20,13250.218897369272,13233.25253107213,13326.500280595068,13415.894774163731
2019-10-21,13234.034021942618,13217.088379720084,13310.222228995672,13399.5075289915
2019-10-22,13218.148954564851,13201.22365252491,13294.245711437223,13383.423840558024
2019-10-23,13229.86733737465,13212.927030422208,13306.031556864571,13395.28874572807
2019-10-24,13254.75241807302,13237.780246787037,13331.059900734068,13420.484980347424
2019-10-25,13241.222013412947,13224.267167259732,13317.451601664017,13406.785396470554
2019-10-26,13241.222013412947,13224.267167259732,13317.451601664017,13406.785396470554
2019-10-27,13241.222013412947,13224.267167259732,13317.451601664017,13406.785396470554
2019-10-28,13255.433236062301,13238.460193016577,13331.74463818599,13421.174311035113
2019-10-29,13259.64194282289,13242.663510699364,13335.97757443107,13425.435641921244
2019-10-30,13338.229810794684,13321.150750103066,13415.017872005732,13505.006143767429
2019-10-31,13343.918522042244,13326.832177187283,13420.739333109434,13510.765984573758
2019-11-01,13502.56345209646,13485.2739715756,13580.297580505803,13671.394555392026
2019-11-02,13502.56345209646,13485.2739715756,13580.297580505803,13671.394555392026
2019-11-03,13502.56345209646,13485.2739715756,13580.297580505803,13671.394555392026
2019-11-04,13664.708518504696,13647.211416970533,13743.376114507644,13835.567023371015
2019-11-05,13601.480561616412,13584.06442383044,13679.784154877418,13771.54849026412
2019-11-06,13617.983621250898,13600.546353363805,13696.382222468083,13788.257899517484
2019-11-07,13682.365640566937,13664.845940345867,13761.134888452401,13853.444934295823
2019-11-08,13745.538906192593,13727.938324302342,13824.671841962925,13917.408104515973
2019-11-09,13745.538906192593,13727.938324302342,13824.671841962925,13917.408104515973
2019-11-10,13745.538906192593,13727.938324302342,13824.671841962925,13917.408104515973
2019-11-11,13665.145475413834,13647.647833452012,13743.81558697352,13836.009463170261
2019-11-12,13658.422052514985,13640.933016609779,13737.053457393467,13829.201970003205
2019-11-13,13627.538335895193,13610.088846231898,13705.99194351303,13797.932095630718
2019-11-14,13630.440124266886,13612.986917616268,13708.910437452572,13800.870165515613
2019-11-15,13711.127116096755,13693.570591110529,13790.061943521248,13882.56603594324
2019-11-16,13711.127116096755,13693.570591110529,13790.061943521248,13882.56603594324
2019-11-17,13711.127116096755,13693.570591110529,13790.061943521248,13882.56603594324
2019-11-18,13801.190906252477,13783.519057579866,13880.644230053886,13973.755950018905
2019-11-19,13768.689269232069,13751.05903729884,13847.955481420588,13940.847924162454
2019-11-20,13680.54054233801,13663.02318053181,13759.29928315046,13851.59701717896
2019-11-21,13670.005244501042,13652.501371992646,13748.703333704796,13840.929989109793
2019-11-22,13722.71469853603,13705.14333252647,13801.716235561591,13894.2985016179
2019-11-23,13722.71469853603,13705.14333252647,13801.716235561591,13894.2985016179
2019-11-24,13722.71469853603,13705.14333252647,13801.716235561591,13894.2985016179
2019-11-25,13841.528984656794,13823.805477845208,13921.214534389048,14014.598393993921
2019-11-26,13771.735112119648,13754.100974669462,13851.018859196485,13943.931845638148
2019-11-27,13800.001995205745,13782.33165944029,13879.44847445765,13972.552163689114
2019-11-28,13823.690605371283,13805.989937313441,13903.27345972492,13996.536967556405
2019-11-29,13803.656922548973,13785.981906637115,13883.12444318257,13976.252790740346
2019-11-30,13803.656922548973,13785.981906637115,13883.12444318257,13976.252790740346
2019-12-01,13803.656922548973,13785.981906637115,13883.12444318257,13976.252790740346
2019-12-02,13681.656669443168,13664.13786961971,13760.421835788668,13852.727090943821
2019-12-03,13636.622552633953,13619.161415708926,13715.128458000509,13807.129882580624
2019-12-04,13674.14625430852,13656.637070786563,13752.868183266057,13845.122767847031
2019-12-05,13713.885287351486,13696.325218693572,13792.835993541461,13885.358682249154
